AIS;Município;Dia da Semana;Data;Hora
AIS 26;Caucaia;Terça;2021-06-01;14:20:00
AIS 20;Fortaleza;Terça;2021-06-01;14:20:00
AIS 08;Fortaleza;Terça;2021-06-01;14:10:00
AIS 12;Caucaia;Terça;2021-06-01;14:00:00
AIS 26;Caucaia;Terça;2021-06-01;14:00:00
AIS 16;Fortaleza;Terça;2021-06-01;14:00:00
AIS 02;Crato;Terça;2021-06-01;14:00:00
AIS 12;Caucaia;Terça;2021-06-01;13:48:00
AIS 05;Fortaleza;Terça;2021-06-01;13:35:00
AIS 05;Fortaleza;Terça;2021-06-01;13:00:00
AIS 06;Fortaleza;Terça;2021-06-01;12:15:00
AIS 17;Fortaleza;Terça;2021-06-01;12:00:00
AIS 05;Fortaleza;Terça;2021-06-01;12:00:00
AIS 28;Camocim;Terça;2021-06-01;12:00:00
AIS 02;Crato;Terça;2021-06-01;11:50:00
AIS 02;Crato;Terça;2021-06-01;11:50:00
AIS 17;Fortaleza;Terça;2021-06-01;11:30:00
AIS 05;Fortaleza;Terça;2021-06-01;11:10:00
AIS 05;Fortaleza;Terça;2021-06-01;11:00:00
AIS 05;Fortaleza;Terça;2021-06-01;11:00:00
AIS 05;Fortaleza;Terça;2021-06-01;10:30:00
AIS 05;Fortaleza;Terça;2021-06-01;10:30:00
AIS 30;Aracati;Terça;2021-06-01;10:20:00
AIS 09;Quixadá;Terça;2021-06-01;10:05:00
AIS 26;Caucaia;Terça;2021-06-01;10:00:00
AIS 05;Fortaleza;Terça;2021-06-01;09:40:00
AIS 06;Fortaleza;Terça;2021-06-01;09:30:00
AIS 05;Fortaleza;Terça;2021-06-01;09:30:00
AIS 16;Fortaleza;Terça;2021-06-01;09:30:00
AIS 17;Fortaleza;Terça;2021-06-01;09:25:00
AIS 21;Fortaleza;Terça;2021-06-01;09:00:00
AIS 20;Fortaleza;Terça;2021-06-01;09:00:00
AIS 16;Fortaleza;Terça;2021-06-01;08:20:00
AIS 20;Fortaleza;Terça;2021-06-01;08:00:00
AIS 03;Sobral;Terça;2021-06-01;08:00:00
AIS 02;Juazeiro do Norte;Terça;2021-06-01;07:50:00
AIS 02;Juazeiro do Norte;Terça;2021-06-01;07:35:00
AIS 06;Fortaleza;Terça;2021-06-01;07:30:00
AIS 18;Fortaleza;Terça;2021-06-01;07:10:00
AIS 16;Fortaleza;Terça;2021-06-01;07:00:00
AIS 08;Fortaleza;Terça;2021-06-01;07:00:00
AIS 18;Fortaleza;Terça;2021-06-01;07:00:00
AIS Não Identificada (Fortaleza);Fortaleza;Terça;2021-06-01;06:50:00
AIS 26;Caucaia;Terça;2021-06-01;06:40:00
AIS 17;Fortaleza;Terça;2021-06-01;06:40:00
AIS 16;Fortaleza;Terça;2021-06-01;06:30:00
AIS 16;Fortaleza;Terça;2021-06-01;06:30:00
AIS 16;Fortaleza;Terça;2021-06-01;06:30:00
AIS 14;Maracanaú;Terça;2021-06-01;06:30:00
AIS 11;Acaraú;Terça;2021-06-01;06:27:00
AIS 24;Maranguape;Terça;2021-06-01;06:15:00
AIS 17;Fortaleza;Terça;2021-06-01;06:00:00
AIS Não Identificada (Caucaia);Caucaia;Terça;2021-06-01;05:40:00
AIS 19;Fortaleza;Terça;2021-06-01;05:40:00
AIS 17;Fortaleza;Terça;2021-06-01;05:30:00
AIS 17;Fortaleza;Terça;2021-06-01;05:30:00
AIS 17;Fortaleza;Terça;2021-06-01;05:30:00
AIS 25;Itaitinga;Terça;2021-06-01;05:30:00
AIS 25;Pacajus;Terça;2021-06-01;05:30:00
AIS 22;Fortaleza;Terça;2021-06-01;05:20:00
AIS 14;Maracanaú;Terça;2021-06-01;05:15:00
AIS 29;Aracoiaba;Terça;2021-06-01;05:00:00
AIS 25;Pacajus;Terça;2021-06-01;04:40:00
AIS 29;Aracoiaba;Terça;2021-06-01;04:20:00
AIS 25;Pacajus;Terça;2021-06-01;04:00:00
AIS 17;Fortaleza;Terça;2021-06-01;03:00:00
AIS 18;Fortaleza;Terça;2021-06-01;02:20:00
AIS 18;Fortaleza;Terça;2021-06-01;00:30:00
AIS Não Identificada (Fortaleza);Fortaleza;Terça;2021-06-01;00:00:00
AIS 25;Pacajus;Terça;2021-06-01;00:00:00
AIS 14;Maracanaú;Quarta;2021-06-02;23:42:00
AIS 22;Fortaleza;Quarta;2021-06-02;23:07:00
AIS 25;Chorozinho;Quarta;2021-06-02;23:00:00
AIS 16;Fortaleza;Quarta;2021-06-02;23:00:00
AIS Não Identificada (Fortaleza);Fortaleza;Quarta;2021-06-02;22:30:30
AIS 14;Maracanaú;Quarta;2021-06-02;22:20:00
AIS 06;Fortaleza;Quarta;2021-06-02;22:10:00
AIS Não Identificada (Fortaleza);Fortaleza;Quarta;2021-06-02;22:00:00
AIS 21;Fortaleza;Quarta;2021-06-02;22:00:00
AIS 06;Fortaleza;Quarta;2021-06-02;21:30:00
AIS 21;Fortaleza;Quarta;2021-06-02;21:15:00
AIS 15;Aquiraz;Quarta;2021-06-02;21:00:00
AIS 21;Fortaleza;Quarta;2021-06-02;21:00:00
AIS 03;Cariré;Quarta;2021-06-02;21:00:00
AIS 03;Cariré;Quarta;2021-06-02;21:00:00
AIS 02;Juazeiro do Norte;Quarta;2021-06-02;21:00:00
AIS 25;Itaitinga;Quarta;2021-06-02;20:50:00
AIS 16;Fortaleza;Quarta;2021-06-02;20:30:00
AIS Não Identificada (Fortaleza);Fortaleza;Quarta;2021-06-02;20:30:00
AIS 09;Morada Nova;Quarta;2021-06-02;20:30:00
AIS 25;Horizonte;Quarta;2021-06-02;20:15:00
AIS 25;Horizonte;Quarta;2021-06-02;20:10:00
AIS 19;Fortaleza;Quarta;2021-06-02;20:05:00
AIS 22;Fortaleza;Quarta;2021-06-02;20:02:00
AIS 12;Caucaia;Quarta;2021-06-02;20:00:00
AIS 08;Fortaleza;Quarta;2021-06-02;20:00:00
AIS 22;Fortaleza;Quarta;2021-06-02;20:00:00
AIS 16;Fortaleza;Quarta;2021-06-02;20:00:00
AIS 23;São Gonçalo do Amarante;Quarta;2021-06-02;20:00:00
AIS 16;Fortaleza;Quarta;2021-06-02;19:55:00
AIS 20;Fortaleza;Quarta;2021-06-02;19:40:00
AIS 20;Fortaleza;Quarta;2021-06-02;19:40:00
AIS 12;Caucaia;Quarta;2021-06-02;19:30:00
AIS 21;Fortaleza;Quarta;2021-06-02;19:30:00
AIS 06;Fortaleza;Quarta;2021-06-02;19:25:00
AIS 17;Fortaleza;Quarta;2021-06-02;19:00:00
AIS 05;Fortaleza;Quarta;2021-06-02;19:00:00
AIS 08;Fortaleza;Quarta;2021-06-02;19:00:00
AIS 10;Iguatu;Quarta;2021-06-02;19:00:00
AIS 11;Marco;Quarta;2021-06-02;19:00:00
AIS 02;Juazeiro do Norte;Quarta;2021-06-02;18:50:00
AIS 21;Fortaleza;Quarta;2021-06-02;18:40:00
AIS 21;Fortaleza;Quarta;2021-06-02;18:30:00
AIS 17;Fortaleza;Quarta;2021-06-02;18:20:00
AIS 19;Fortaleza;Quarta;2021-06-02;18:00:00
AIS 08;Fortaleza;Quarta;2021-06-02;18:00:00
AIS 21;Fortaleza;Quarta;2021-06-02;18:00:00
AIS 21;Fortaleza;Quarta;2021-06-02;18:00:00
AIS 02;Juazeiro do Norte;Quarta;2021-06-02;18:00:00
AIS 21;Fortaleza;Quarta;2021-06-02;17:45:00
AIS 05;Fortaleza;Quarta;2021-06-02;17:27:00
AIS 14;Maracanaú;Quarta;2021-06-02;17:20:00
AIS 10;Iguatu;Quarta;2021-06-02;17:20:00
AIS 21;Fortaleza;Quarta;2021-06-02;17:00:00
AIS 18;Fortaleza;Quarta;2021-06-02;17:00:00
AIS 28;Granja;Quarta;2021-06-02;17:00:00
AIS 18;Fortaleza;Quarta;2021-06-02;16:45:00
AIS 19;Fortaleza;Quarta;2021-06-02;16:30:00
AIS 18;Fortaleza;Quarta;2021-06-02;16:30:00
AIS 22;Fortaleza;Quarta;2021-06-02;16:00:00
AIS 08;Fortaleza;Quarta;2021-06-02;16:00:00
AIS 02;Juazeiro do Norte;Quarta;2021-06-02;16:00:00
AIS 18;Fortaleza;Quarta;2021-06-02;15:45:00
AIS 06;Fortaleza;Quarta;2021-06-02;15:00:00
AIS 22;Fortaleza;Quarta;2021-06-02;15:00:00
AIS 14;Maracanaú;Quarta;2021-06-02;15:00:00
AIS Não Identificada (Caucaia);Caucaia;Quarta;2021-06-02;14:30:00
AIS 26;Caucaia;Quarta;2021-06-02;14:30:00
AIS 12;Caucaia;Quarta;2021-06-02;14:00:00
AIS 26;Caucaia;Quarta;2021-06-02;14:00:00
AIS 06;Fortaleza;Quarta;2021-06-02;14:00:00
AIS 06;Fortaleza;Quarta;2021-06-02;14:00:00
AIS 06;Fortaleza;Quarta;2021-06-02;14:00:00
AIS 23;São Luís do Curu;Quarta;2021-06-02;14:00:00
AIS 03;Sobral;Quarta;2021-06-02;14:00:00
AIS 04;Boa Viagem;Quarta;2021-06-02;13:58:00
AIS 18;Fortaleza;Quarta;2021-06-02;13:40:00
AIS 05;Fortaleza;Quarta;2021-06-02;13:40:00
AIS 05;Fortaleza;Quarta;2021-06-02;13:00:00
AIS 22;Fortaleza;Quarta;2021-06-02;13:00:00
AIS 22;Fortaleza;Quarta;2021-06-02;12:58:00
AIS 22;Fortaleza;Quarta;2021-06-02;12:30:00
AIS 16;Fortaleza;Quarta;2021-06-02;12:30:00
AIS 14;Maracanaú;Quarta;2021-06-02;12:30:00
AIS 22;Fortaleza;Quarta;2021-06-02;12:20:00
AIS 16;Fortaleza;Quarta;2021-06-02;12:00:00
AIS 08;Fortaleza;Quarta;2021-06-02;12:00:00
AIS 18;Fortaleza;Quarta;2021-06-02;12:00:00
AIS 24;Maranguape;Quarta;2021-06-02;12:00:00
AIS 05;Fortaleza;Quarta;2021-06-02;11:40:00
AIS 18;Fortaleza;Quarta;2021-06-02;11:20:00
AIS 25;Itaitinga;Quarta;2021-06-02;10:45:00
AIS 25;Itaitinga;Quarta;2021-06-02;10:30:00
AIS 25;Itaitinga;Quarta;2021-06-02;10:23:00
AIS 25;Pacajus;Quarta;2021-06-02;10:20:00
AIS 21;Fortaleza;Quarta;2021-06-02;10:00:00
AIS 19;Fortaleza;Quarta;2021-06-02;10:00:00
AIS 17;Fortaleza;Quarta;2021-06-02;10:00:00
AIS 19;Fortaleza;Quarta;2021-06-02;09:30:00
AIS 21;Fortaleza;Quarta;2021-06-02;09:30:00
AIS 05;Fortaleza;Quarta;2021-06-02;09:30:00
AIS 18;Fortaleza;Quarta;2021-06-02;09:30:00
AIS 16;Fortaleza;Quarta;2021-06-02;09:20:00
AIS 06;Fortaleza;Quarta;2021-06-02;09:20:00
AIS 25;Itaitinga;Quarta;2021-06-02;09:00:00
AIS 02;Juazeiro do Norte;Quarta;2021-06-02;08:50:00
AIS 02;Juazeiro do Norte;Quarta;2021-06-02;08:50:00
AIS 22;Fortaleza;Quarta;2021-06-02;08:35:00
AIS 22;Fortaleza;Quarta;2021-06-02;08:28:00
AIS 21;Fortaleza;Quarta;2021-06-02;08:00:00
AIS 21;Fortaleza;Quarta;2021-06-02;08:00:00
AIS 18;Fortaleza;Quarta;2021-06-02;08:00:00
AIS 19;Fortaleza;Quarta;2021-06-02;07:30:00
AIS 05;Fortaleza;Quarta;2021-06-02;07:15:00
AIS 12;Caucaia;Quarta;2021-06-02;07:00:00
AIS 12;Caucaia;Quarta;2021-06-02;07:00:00
AIS 18;Fortaleza;Quarta;2021-06-02;07:00:00
AIS 05;Fortaleza;Quarta;2021-06-02;07:00:00
AIS 14;Maracanaú;Quarta;2021-06-02;07:00:00
AIS 06;Fortaleza;Quarta;2021-06-02;06:55:00
AIS 18;Fortaleza;Quarta;2021-06-02;06:50:00
AIS 27;Tianguá;Quarta;2021-06-02;06:40:00
AIS 17;Fortaleza;Quarta;2021-06-02;06:30:00
AIS 18;Fortaleza;Quarta;2021-06-02;06:15:00
AIS 28;Camocim;Quarta;2021-06-02;06:00:00
AIS Não Identificada (Fortaleza);Fortaleza;Quarta;2021-06-02;05:45:00
AIS 18;Fortaleza;Quarta;2021-06-02;05:40:00
AIS 14;Maracanaú;Quarta;2021-06-02;05:30:00
AIS 04;Boa Viagem;Quarta;2021-06-02;05:30:00
AIS 21;Fortaleza;Quarta;2021-06-02;05:00:00
AIS 21;Fortaleza;Quarta;2021-06-02;05:00:00
AIS 21;Fortaleza;Quarta;2021-06-02;04:45:00
AIS 18;Fortaleza;Quarta;2021-06-02;04:40:00
AIS 14;Maracanaú;Quarta;2021-06-02;04:00:00
AIS 14;Maracanaú;Quarta;2021-06-02;03:50:00
AIS 18;Fortaleza;Quarta;2021-06-02;03:00:00
AIS 25;Chorozinho;Quarta;2021-06-02;01:15:00
AIS 05;Fortaleza;Quinta;2021-06-03;23:25:00
AIS 05;Fortaleza;Quinta;2021-06-03;23:00:00
AIS 03;Sobral;Quinta;2021-06-03;22:40:00
AIS 19;Fortaleza;Quinta;2021-06-03;22:30:00
AIS 06;Fortaleza;Quinta;2021-06-03;22:00:00
AIS 06;Fortaleza;Quinta;2021-06-03;22:00:00
AIS 21;Fortaleza;Quinta;2021-06-03;21:45:00
AIS 18;Fortaleza;Quinta;2021-06-03;21:33:00
AIS 19;Fortaleza;Quinta;2021-06-03;21:30:00
AIS 19;Fortaleza;Quinta;2021-06-03;21:20:00
AIS 19;Fortaleza;Quinta;2021-06-03;21:00:00
AIS 16;Fortaleza;Quinta;2021-06-03;21:00:00
AIS 25;Horizonte;Quinta;2021-06-03;20:35:00
AIS 02;Crato;Quinta;2021-06-03;20:35:00
AIS 12;Caucaia;Quinta;2021-06-03;20:30:00
AIS 16;Fortaleza;Quinta;2021-06-03;20:30:00
AIS 21;Fortaleza;Quinta;2021-06-03;20:30:00
AIS 29;Baturité;Quinta;2021-06-03;20:20:00
AIS 22;Fortaleza;Quinta;2021-06-03;20:00:00
AIS 21;Fortaleza;Quinta;2021-06-03;20:00:00
AIS 25;Horizonte;Quinta;2021-06-03;20:00:00
AIS 21;Fortaleza;Quinta;2021-06-03;19:50:00
AIS 21;Fortaleza;Quinta;2021-06-03;19:40:00
AIS 21;Fortaleza;Quinta;2021-06-03;19:40:00
AIS 06;Fortaleza;Quinta;2021-06-03;19:40:00
AIS 19;Fortaleza;Quinta;2021-06-03;19:30:00
AIS 24;Pacatuba;Quinta;2021-06-03;19:30:00
AIS 05;Fortaleza;Quinta;2021-06-03;19:20:00
AIS 22;Fortaleza;Quinta;2021-06-03;19:17:00
AIS 08;Fortaleza;Quinta;2021-06-03;19:00:00
AIS 21;Fortaleza;Quinta;2021-06-03;19:00:00
AIS 22;Fortaleza;Quinta;2021-06-03;19:00:00
AIS 27;Ibiapina;Quinta;2021-06-03;19:00:00
AIS 13;Tauá;Quinta;2021-06-03;19:00:00
AIS 14;Maracanaú;Quinta;2021-06-03;18:50:00
AIS 27;Tianguá;Quinta;2021-06-03;18:45:00
AIS 15;Eusébio;Quinta;2021-06-03;18:30:00
AIS 22;Fortaleza;Quinta;2021-06-03;18:30:00
AIS 22;Fortaleza;Quinta;2021-06-03;18:30:00
AIS 26;Caucaia;Quinta;2021-06-03;18:00:00
AIS 32;Mauriti;Quinta;2021-06-03;18:00:00
AIS 30;Aracati;Quinta;2021-06-03;17:40:00
AIS 14;Maracanaú;Quinta;2021-06-03;16:27:00
AIS 18;Fortaleza;Quinta;2021-06-03;16:00:00
AIS 21;Fortaleza;Quinta;2021-06-03;15:40:00
AIS 03;Massapê;Quinta;2021-06-03;15:30:00
AIS 08;Fortaleza;Quinta;2021-06-03;15:00:00
AIS 17;Fortaleza;Quinta;2021-06-03;15:00:00
AIS 06;Fortaleza;Quinta;2021-06-03;14:49:00
AIS 10;Iguatu;Quinta;2021-06-03;14:40:00
AIS 21;Fortaleza;Quinta;2021-06-03;14:20:00
AIS 05;Fortaleza;Quinta;2021-06-03;14:15:00
AIS Não Identificada (Fortaleza);Fortaleza;Quinta;2021-06-03;14:00:00
AIS 24;Pacatuba;Quinta;2021-06-03;14:00:00
AIS 08;Fortaleza;Quinta;2021-06-03;12:45:00
AIS 21;Fortaleza;Quinta;2021-06-03;12:35:00
AIS 09;Quixadá;Quinta;2021-06-03;12:20:00
AIS 19;Fortaleza;Quinta;2021-06-03;12:00:00
AIS 19;Fortaleza;Quinta;2021-06-03;12:00:00
AIS 06;Fortaleza;Quinta;2021-06-03;12:00:00
AIS 21;Fortaleza;Quinta;2021-06-03;12:00:00
AIS 16;Fortaleza;Quinta;2021-06-03;11:30:00
AIS 19;Fortaleza;Quinta;2021-06-03;11:15:00
AIS 22;Fortaleza;Quinta;2021-06-03;11:00:00
AIS 21;Fortaleza;Quinta;2021-06-03;11:00:00
AIS 05;Fortaleza;Quinta;2021-06-03;10:40:00
AIS 05;Fortaleza;Quinta;2021-06-03;10:30:00
AIS 14;Maracanaú;Quinta;2021-06-03;10:20:00
AIS 02;Juazeiro do Norte;Quinta;2021-06-03;10:20:00
AIS 22;Fortaleza;Quinta;2021-06-03;10:00:00
AIS 10;Iguatu;Quinta;2021-06-03;10:00:00
AIS 22;Fortaleza;Quinta;2021-06-03;09:30:00
AIS 18;Fortaleza;Quinta;2021-06-03;09:00:00
AIS Não Identificada (Fortaleza);Fortaleza;Quinta;2021-06-03;09:00:00
AIS 21;Fortaleza;Quinta;2021-06-03;08:20:00
AIS 22;Fortaleza;Quinta;2021-06-03;07:30:00
AIS 19;Fortaleza;Quinta;2021-06-03;06:30:00
AIS 18;Fortaleza;Quinta;2021-06-03;06:30:00
AIS 14;Maracanaú;Quinta;2021-06-03;06:15:00
AIS 18;Fortaleza;Quinta;2021-06-03;06:14:00
AIS 22;Fortaleza;Quinta;2021-06-03;06:00:00
AIS 12;Caucaia;Quinta;2021-06-03;05:50:00
AIS 19;Fortaleza;Quinta;2021-06-03;05:40:00
AIS 20;Fortaleza;Quinta;2021-06-03;05:30:00
AIS 20;Fortaleza;Quinta;2021-06-03;04:40:00
AIS 25;Horizonte;Quinta;2021-06-03;03:00:00
AIS 17;Fortaleza;Quinta;2021-06-03;01:50:00
AIS 17;Fortaleza;Quinta;2021-06-03;01:15:00
AIS 06;Fortaleza;Quinta;2021-06-03;01:00:00
AIS 02;Juazeiro do Norte;Quinta;2021-06-03;01:00:00
AIS 15;Cascavel;Quinta;2021-06-03;00:30:00
AIS 14;Maracanaú;Sexta;2021-06-04;23:30:00
AIS 05;Fortaleza;Sexta;2021-06-04;23:20:00
AIS 21;Fortaleza;Sexta;2021-06-04;23:00:00
AIS 16;Fortaleza;Sexta;2021-06-04;23:00:00
AIS 06;Fortaleza;Sexta;2021-06-04;22:40:00
AIS 06;Fortaleza;Sexta;2021-06-04;22:30:00
AIS 06;Fortaleza;Sexta;2021-06-04;22:30:00
AIS 06;Fortaleza;Sexta;2021-06-04;21:45:00
AIS 16;Fortaleza;Sexta;2021-06-04;21:40:00
AIS 25;Pacajus;Sexta;2021-06-04;21:30:00
AIS 06;Fortaleza;Sexta;2021-06-04;21:20:00
AIS 05;Fortaleza;Sexta;2021-06-04;20:45:00
AIS 19;Fortaleza;Sexta;2021-06-04;20:45:00
AIS 06;Fortaleza;Sexta;2021-06-04;20:40:00
AIS 19;Fortaleza;Sexta;2021-06-04;20:40:00
AIS 22;Fortaleza;Sexta;2021-06-04;20:30:00
AIS 19;Fortaleza;Sexta;2021-06-04;20:18:00
AIS 16;Fortaleza;Sexta;2021-06-04;20:17:00
AIS 06;Fortaleza;Sexta;2021-06-04;20:15:00
AIS 15;Aquiraz;Sexta;2021-06-04;20:00:00
AIS 26;Caucaia;Sexta;2021-06-04;20:00:00
AIS 08;Fortaleza;Sexta;2021-06-04;20:00:00
AIS 19;Fortaleza;Sexta;2021-06-04;20:00:00
AIS 18;Fortaleza;Sexta;2021-06-04;20:00:00
AIS 17;Fortaleza;Sexta;2021-06-04;20:00:00
AIS 17;Fortaleza;Sexta;2021-06-04;20:00:00
AIS 29;Barreira;Sexta;2021-06-04;19:45:00
AIS 19;Fortaleza;Sexta;2021-06-04;19:40:00
AIS 12;Caucaia;Sexta;2021-06-04;19:30:00
AIS 16;Fortaleza;Sexta;2021-06-04;19:30:00
AIS 09;Banabuiú;Sexta;2021-06-04;19:30:00
AIS 02;Juazeiro do Norte;Sexta;2021-06-04;19:30:00
AIS 19;Fortaleza;Sexta;2021-06-04;19:20:00
AIS 08;Fortaleza;Sexta;2021-06-04;19:15:00
AIS 15;Cascavel;Sexta;2021-06-04;19:00:00
AIS 25;Chorozinho;Sexta;2021-06-04;19:00:00
AIS 25;Chorozinho;Sexta;2021-06-04;19:00:00
AIS 21;Fortaleza;Sexta;2021-06-04;19:00:00
AIS 21;Fortaleza;Sexta;2021-06-04;19:00:00
AIS 17;Fortaleza;Sexta;2021-06-04;19:00:00
AIS 14;Maracanaú;Sexta;2021-06-04;19:00:00
AIS 02;Barbalha;Sexta;2021-06-04;19:00:00
AIS 29;Barreira;Sexta;2021-06-04;19:00:00
AIS 08;Fortaleza;Sexta;2021-06-04;18:45:00
AIS 18;Fortaleza;Sexta;2021-06-04;18:40:00
AIS 15;Pindoretama;Sexta;2021-06-04;18:40:00
AIS 05;Fortaleza;Sexta;2021-06-04;18:30:00
AIS 06;Fortaleza;Sexta;2021-06-04;18:30:00
AIS 16;Fortaleza;Sexta;2021-06-04;18:30:00
AIS 18;Fortaleza;Sexta;2021-06-04;18:30:00
AIS 09;Quixadá;Sexta;2021-06-04;18:30:00
AIS 17;Fortaleza;Sexta;2021-06-04;18:15:00
AIS 08;Fortaleza;Sexta;2021-06-04;18:00:00
AIS 22;Fortaleza;Sexta;2021-06-04;18:00:00
AIS 22;Fortaleza;Sexta;2021-06-04;17:30:00
AIS 06;Fortaleza;Sexta;2021-06-04;17:20:00
AIS 18;Fortaleza;Sexta;2021-06-04;17:00:00
AIS 21;Fortaleza;Sexta;2021-06-04;17:00:00
AIS 21;Fortaleza;Sexta;2021-06-04;17:00:00
AIS 16;Fortaleza;Sexta;2021-06-04;17:00:00
AIS 06;Fortaleza;Sexta;2021-06-04;16:59:00
AIS 06;Fortaleza;Sexta;2021-06-04;16:59:00
AIS 26;Caucaia;Sexta;2021-06-04;16:40:00
AIS 21;Fortaleza;Sexta;2021-06-04;16:40:00
AIS 22;Fortaleza;Sexta;2021-06-04;16:40:00
AIS 17;Fortaleza;Sexta;2021-06-04;16:30:00
AIS 03;Meruoca;Sexta;2021-06-04;16:30:00
AIS 03;Meruoca;Sexta;2021-06-04;16:30:00
AIS 16;Fortaleza;Sexta;2021-06-04;16:25:00
AIS 29;Aracoiaba;Sexta;2021-06-04;16:20:00
AIS 22;Fortaleza;Sexta;2021-06-04;16:15:00
AIS 18;Fortaleza;Sexta;2021-06-04;16:15:00
AIS 11;Itarema;Sexta;2021-06-04;15:50:00
AIS 24;Maranguape;Sexta;2021-06-04;15:30:00
AIS 02;Crato;Sexta;2021-06-04;15:30:00
AIS 09;Ibicuitinga;Sexta;2021-06-04;15:30:00
AIS Não Identificada (Fortaleza);Fortaleza;Sexta;2021-06-04;15:00:00
AIS 29;Itapiúna;Sexta;2021-06-04;15:00:00
AIS 03;Massapê;Sexta;2021-06-04;15:00:00
AIS 16;Fortaleza;Sexta;2021-06-04;14:30:00
AIS 14;Maracanaú;Sexta;2021-06-04;14:30:00
AIS 21;Fortaleza;Sexta;2021-06-04;14:15:00
AIS 08;Fortaleza;Sexta;2021-06-04;14:10:00
AIS 06;Fortaleza;Sexta;2021-06-04;13:56:00
AIS 06;Fortaleza;Sexta;2021-06-04;13:50:00
AIS 05;Fortaleza;Sexta;2021-06-04;13:30:00
AIS 03;Sobral;Sexta;2021-06-04;12:40:00
AIS 05;Fortaleza;Sexta;2021-06-04;12:30:00
AIS 16;Fortaleza;Sexta;2021-06-04;12:30:00
AIS 05;Fortaleza;Sexta;2021-06-04;12:10:00
AIS 12;Caucaia;Sexta;2021-06-04;12:00:00
AIS 05;Fortaleza;Sexta;2021-06-04;12:00:00
AIS 06;Fortaleza;Sexta;2021-06-04;12:00:00
AIS 27;São Benedito;Sexta;2021-06-04;12:00:00
AIS 12;Caucaia;Sexta;2021-06-04;11:40:00
AIS 19;Fortaleza;Sexta;2021-06-04;11:40:00
AIS 21;Fortaleza;Sexta;2021-06-04;11:30:00
AIS 26;Caucaia;Sexta;2021-06-04;11:10:00
AIS 20;Fortaleza;Sexta;2021-06-04;11:00:00
AIS 25;Horizonte;Sexta;2021-06-04;10:30:00
AIS 02;Juazeiro do Norte;Sexta;2021-06-04;10:30:00
AIS 09;Quixadá;Sexta;2021-06-04;10:30:00
AIS Não Identificada (Fortaleza);Fortaleza;Sexta;2021-06-04;09:30:00
AIS 18;Fortaleza;Sexta;2021-06-04;09:00:00
AIS 05;Fortaleza;Sexta;2021-06-04;09:00:00
AIS 21;Fortaleza;Sexta;2021-06-04;08:55:00
AIS 21;Fortaleza;Sexta;2021-06-04;08:50:00
AIS 02;Juazeiro do Norte;Sexta;2021-06-04;08:00:00
AIS 18;Fortaleza;Sexta;2021-06-04;07:40:00
AIS 21;Fortaleza;Sexta;2021-06-04;07:15:00
AIS 12;Caucaia;Sexta;2021-06-04;07:00:00
AIS 06;Fortaleza;Sexta;2021-06-04;06:45:00
AIS 22;Fortaleza;Sexta;2021-06-04;06:45:00
AIS 26;Caucaia;Sexta;2021-06-04;06:40:00
AIS 26;Caucaia;Sexta;2021-06-04;06:30:00
AIS 20;Fortaleza;Sexta;2021-06-04;06:30:00
AIS 18;Fortaleza;Sexta;2021-06-04;06:15:00
AIS 26;Caucaia;Sexta;2021-06-04;06:00:00
AIS 18;Fortaleza;Sexta;2021-06-04;06:00:00
AIS 21;Fortaleza;Sexta;2021-06-04;05:56:00
AIS 26;Caucaia;Sexta;2021-06-04;05:50:00
AIS 03;Sobral;Sexta;2021-06-04;05:50:00
AIS 06;Fortaleza;Sexta;2021-06-04;05:40:00
AIS 14;Maracanaú;Sexta;2021-06-04;05:30:00
AIS 17;Fortaleza;Sexta;2021-06-04;05:20:00
AIS 03;Sobral;Sexta;2021-06-04;05:20:00
AIS 03;Sobral;Sexta;2021-06-04;05:00:00
AIS 12;Caucaia;Sexta;2021-06-04;04:50:00
AIS 19;Fortaleza;Sexta;2021-06-04;04:30:00
AIS 18;Fortaleza;Sexta;2021-06-04;04:30:00
AIS 16;Fortaleza;Sexta;2021-06-04;04:20:00
AIS 18;Fortaleza;Sexta;2021-06-04;03:30:00
AIS 02;Juazeiro do Norte;Sexta;2021-06-04;03:30:00
AIS 14;Maracanaú;Sexta;2021-06-04;01:00:00
AIS 10;Iguatu;Sexta;2021-06-04;01:00:00
AIS 20;Fortaleza;Sexta;2021-06-04;00:30:00
AIS 02;Juazeiro do Norte;Sexta;2021-06-04;00:30:00
AIS 23;São Luís do Curu;Sexta;2021-06-04;00:30:00
AIS 06;Fortaleza;Sexta;2021-06-04;00:00:00
AIS 18;Fortaleza;Sábado;2021-06-05;23:00:00
AIS 09;Choró;Sábado;2021-06-05;23:00:00
AIS 06;Fortaleza;Sábado;2021-06-05;22:50:00
AIS 19;Fortaleza;Sábado;2021-06-05;22:50:00
AIS 06;Fortaleza;Sábado;2021-06-05;22:45:00
AIS 03;Sobral;Sábado;2021-06-05;22:45:00
AIS 03;Sobral;Sábado;2021-06-05;22:45:00
AIS 05;Fortaleza;Sábado;2021-06-05;22:40:00
AIS 13;Arneiroz;Sábado;2021-06-05;22:30:00
AIS 03;Sobral;Sábado;2021-06-05;22:30:00
AIS 09;Pedra Branca;Sábado;2021-06-05;22:20:00
AIS 05;Fortaleza;Sábado;2021-06-05;22:17:00
AIS 06;Fortaleza;Sábado;2021-06-05;22:10:00
