AIS;Município;Dia da Semana;Data;Hora
AIS 24;Pacatuba;Terça;2021-04-27;18:32:00
AIS Não Identificada (Caucaia);Caucaia;Terça;2021-04-27;18:30:00
AIS 14;Maracanaú;Terça;2021-04-27;18:30:00
AIS 18;Fortaleza;Terça;2021-04-27;18:29:00
AIS 18;Fortaleza;Terça;2021-04-27;18:25:00
AIS 06;Fortaleza;Terça;2021-04-27;18:20:00
AIS 09;Pedra Branca;Terça;2021-04-27;18:05:00
AIS Não Identificada (Fortaleza);Fortaleza;Terça;2021-04-27;18:00:00
AIS 06;Fortaleza;Terça;2021-04-27;18:00:00
AIS 13;Tauá;Terça;2021-04-27;17:50:00
AIS 17;Fortaleza;Terça;2021-04-27;17:30:00
AIS 05;Fortaleza;Terça;2021-04-27;17:30:00
AIS 17;Fortaleza;Terça;2021-04-27;17:30:00
AIS 05;Fortaleza;Terça;2021-04-27;17:30:00
AIS 05;Fortaleza;Terça;2021-04-27;17:10:00
AIS 06;Fortaleza;Terça;2021-04-27;17:00:00
AIS 18;Fortaleza;Terça;2021-04-27;17:00:00
AIS 26;Caucaia;Terça;2021-04-27;16:45:00
AIS 26;Caucaia;Terça;2021-04-27;16:45:00
AIS 26;Caucaia;Terça;2021-04-27;16:40:00
AIS 26;Caucaia;Terça;2021-04-27;16:40:00
AIS 26;Caucaia;Terça;2021-04-27;16:30:00
AIS 17;Fortaleza;Terça;2021-04-27;16:10:00
AIS 18;Fortaleza;Terça;2021-04-27;16:05:00
AIS 18;Fortaleza;Terça;2021-04-27;16:00:00
AIS 18;Fortaleza;Terça;2021-04-27;15:50:00
AIS 19;Fortaleza;Terça;2021-04-27;15:15:00
AIS 21;Fortaleza;Terça;2021-04-27;15:10:00
AIS 22;Fortaleza;Terça;2021-04-27;15:00:00
AIS 19;Fortaleza;Terça;2021-04-27;15:00:00
AIS Não Identificada (Fortaleza);Fortaleza;Terça;2021-04-27;15:00:00
AIS 22;Fortaleza;Terça;2021-04-27;14:50:00
AIS 17;Fortaleza;Terça;2021-04-27;14:30:00
AIS 25;Pacajus;Terça;2021-04-27;14:30:00
AIS 20;Fortaleza;Terça;2021-04-27;14:20:00
AIS 14;Maracanaú;Terça;2021-04-27;14:03:00
AIS 20;Fortaleza;Terça;2021-04-27;14:00:00
AIS 18;Fortaleza;Terça;2021-04-27;14:00:00
AIS 17;Fortaleza;Terça;2021-04-27;13:45:00
AIS 17;Fortaleza;Terça;2021-04-27;13:45:00
AIS 08;Fortaleza;Terça;2021-04-27;13:30:00
AIS 17;Fortaleza;Terça;2021-04-27;13:30:00
AIS 20;Fortaleza;Terça;2021-04-27;13:30:00
AIS 11;Apuiarés;Terça;2021-04-27;13:30:00
AIS 30;Beberibe;Terça;2021-04-27;13:30:00
AIS 13;Mombaça;Terça;2021-04-27;13:30:00
AIS 12;Caucaia;Terça;2021-04-27;13:15:00
AIS 06;Fortaleza;Terça;2021-04-27;13:15:00
AIS 17;Fortaleza;Terça;2021-04-27;13:00:00
AIS 05;Fortaleza;Terça;2021-04-27;13:00:00
AIS 21;Fortaleza;Terça;2021-04-27;13:00:00
AIS 14;Maracanaú;Terça;2021-04-27;13:00:00
AIS 20;Fortaleza;Terça;2021-04-27;12:50:00
AIS 19;Fortaleza;Terça;2021-04-27;12:30:00
AIS 19;Fortaleza;Terça;2021-04-27;12:20:00
AIS 26;Caucaia;Terça;2021-04-27;12:05:00
AIS 20;Fortaleza;Terça;2021-04-27;12:00:00
AIS 19;Fortaleza;Terça;2021-04-27;12:00:00
AIS 01;Jaguaruana;Terça;2021-04-27;11:55:00
AIS 01;Jaguaruana;Terça;2021-04-27;11:55:00
AIS 26;Caucaia;Terça;2021-04-27;11:45:00
AIS 05;Fortaleza;Terça;2021-04-27;11:30:00
AIS 30;Aracati;Terça;2021-04-27;11:25:00
AIS 05;Fortaleza;Terça;2021-04-27;11:00:00
AIS Não Identificada (Fortaleza);Fortaleza;Terça;2021-04-27;11:00:00
AIS 05;Fortaleza;Terça;2021-04-27;10:30:00
AIS 27;Tianguá;Terça;2021-04-27;10:30:00
AIS 12;Caucaia;Terça;2021-04-27;10:00:00
AIS 16;Fortaleza;Terça;2021-04-27;10:00:00
AIS 18;Fortaleza;Terça;2021-04-27;10:00:00
AIS 16;Fortaleza;Terça;2021-04-27;10:00:00
AIS 02;Barbalha;Terça;2021-04-27;10:00:00
AIS 27;Tianguá;Terça;2021-04-27;10:00:00
AIS 17;Fortaleza;Terça;2021-04-27;09:40:00
AIS 02;Barbalha;Terça;2021-04-27;09:10:00
AIS 16;Fortaleza;Terça;2021-04-27;09:00:00
AIS 10;Acopiara;Terça;2021-04-27;09:00:00
AIS 05;Fortaleza;Terça;2021-04-27;08:10:00
AIS 23;Paraipaba;Terça;2021-04-27;08:00:00
AIS 23;Paraipaba;Terça;2021-04-27;08:00:00
AIS 22;Fortaleza;Terça;2021-04-27;07:40:00
AIS 08;Fortaleza;Terça;2021-04-27;07:40:00
AIS 05;Fortaleza;Terça;2021-04-27;07:30:00
AIS 14;Maracanaú;Terça;2021-04-27;07:15:00
AIS 21;Fortaleza;Terça;2021-04-27;07:10:00
AIS 12;Caucaia;Terça;2021-04-27;07:00:00
AIS 16;Fortaleza;Terça;2021-04-27;07:00:00
AIS Não Identificada (Fortaleza);Fortaleza;Terça;2021-04-27;07:00:00
AIS 17;Fortaleza;Terça;2021-04-27;06:55:00
AIS 16;Fortaleza;Terça;2021-04-27;06:41:00
AIS 12;Caucaia;Terça;2021-04-27;06:40:00
AIS 17;Fortaleza;Terça;2021-04-27;06:40:00
AIS 03;Sobral;Terça;2021-04-27;06:30:00
AIS 16;Fortaleza;Terça;2021-04-27;06:25:00
AIS 16;Fortaleza;Terça;2021-04-27;06:21:00
AIS 22;Fortaleza;Terça;2021-04-27;06:20:00
AIS 29;Ocara;Terça;2021-04-27;06:20:00
AIS 16;Fortaleza;Terça;2021-04-27;06:15:00
AIS 17;Fortaleza;Terça;2021-04-27;06:15:00
AIS 19;Fortaleza;Terça;2021-04-27;06:10:00
AIS 18;Fortaleza;Terça;2021-04-27;06:00:00
AIS 03;Sobral;Terça;2021-04-27;06:00:00
AIS 03;Sobral;Terça;2021-04-27;06:00:00
AIS 12;Caucaia;Terça;2021-04-27;05:50:00
AIS 12;Caucaia;Terça;2021-04-27;05:50:00
AIS 26;Caucaia;Terça;2021-04-27;05:50:00
AIS 19;Fortaleza;Terça;2021-04-27;05:50:00
AIS 14;Maracanaú;Terça;2021-04-27;05:48:00
AIS 21;Fortaleza;Terça;2021-04-27;05:47:00
AIS 19;Fortaleza;Terça;2021-04-27;05:45:00
AIS 16;Fortaleza;Terça;2021-04-27;05:30:00
AIS 02;Juazeiro do Norte;Terça;2021-04-27;05:30:00
AIS 03;Sobral;Terça;2021-04-27;05:20:00
AIS Não Identificada (Caucaia);Caucaia;Terça;2021-04-27;05:10:00
AIS Não Identificada (Caucaia);Caucaia;Terça;2021-04-27;05:00:00
AIS 12;Caucaia;Terça;2021-04-27;05:00:00
AIS 26;Caucaia;Terça;2021-04-27;05:00:00
AIS 18;Fortaleza;Terça;2021-04-27;05:00:00
AIS 12;Caucaia;Terça;2021-04-27;04:50:00
AIS 17;Fortaleza;Terça;2021-04-27;04:10:00
AIS 29;Capistrano;Terça;2021-04-27;04:00:00
AIS 27;Tianguá;Terça;2021-04-27;03:00:00
AIS 20;Fortaleza;Terça;2021-04-27;01:20:00
AIS 03;Sobral;Terça;2021-04-27;01:10:00
AIS 17;Fortaleza;Terça;2021-04-27;00:10:00
AIS 14;Maracanaú;Terça;2021-04-27;00:10:00
AIS 01;Russas;Quarta;2021-04-28;23:20:00
AIS 18;Fortaleza;Quarta;2021-04-28;23:00:00
AIS 17;Fortaleza;Quarta;2021-04-28;23:00:00
AIS 01;Russas;Quarta;2021-04-28;23:00:00
AIS 16;Fortaleza;Quarta;2021-04-28;22:45:00
AIS 17;Fortaleza;Quarta;2021-04-28;22:37:00
AIS 07;Varjota;Quarta;2021-04-28;22:30:00
AIS 18;Fortaleza;Quarta;2021-04-28;22:05:00
AIS 25;Pacajus;Quarta;2021-04-28;22:00:00
AIS 14;Maracanaú;Quarta;2021-04-28;21:40:00
AIS 07;Crateús;Quarta;2021-04-28;21:30:00
AIS 19;Fortaleza;Quarta;2021-04-28;21:15:00
AIS 02;Juazeiro do Norte;Quarta;2021-04-28;21:11:00
AIS 19;Fortaleza;Quarta;2021-04-28;20:40:00
AIS 05;Fortaleza;Quarta;2021-04-28;20:30:00
AIS 09;Senador Pompeu;Quarta;2021-04-28;20:30:00
AIS 19;Fortaleza;Quarta;2021-04-28;20:15:00
AIS 05;Fortaleza;Quarta;2021-04-28;20:00:00
AIS 25;Pacajus;Quarta;2021-04-28;20:00:00
AIS 03;Cariré;Quarta;2021-04-28;19:50:00
